country,date,daily_sales,daily_profit,number_of_orders,units_sold,unique_customers,unique_products,number_of_rows,average_order_value,country_code,holiday_names,holiday_types,is_holiday,pre_holiday_3days,post_holiday_3days,holiday_window,year,month,weekday,weekday_number,is_weekend,has_sales,log_daily_sales
Ireland,2012-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Saturday,5,1,0,0.0
Ireland,2012-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Sunday,6,1,0,0.0
Ireland,2012-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Monday,0,0,0,0.0
Ireland,2012-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Tuesday,1,0,0,0.0
Ireland,2012-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Wednesday,2,0,0,0.0
Ireland,2012-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Thursday,3,0,0,0.0
Ireland,2012-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Friday,4,0,0,0.0
Ireland,2012-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,6,Saturday,5,1,0,0.0
Ireland,2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Sunday,6,1,0,0.0
Ireland,2012-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Monday,0,0,0,0.0
Ireland,2012-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Tuesday,1,0,0,0.0
Ireland,2012-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Wednesday,2,0,0,0.0
Ireland,2012-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Thursday,3,0,0,0.0
Ireland,2012-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Friday,4,0,0,0.0
Ireland,2012-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Saturday,5,1,0,0.0
Ireland,2012-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Sunday,6,1,0,0.0
Ireland,2012-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Monday,0,0,0,0.0
Ireland,2012-07-10,51.0,-21.24,1.0,2.0,1.0,1.0,1.0,51.0,,,,0,0,0,Normal,2012,7,Tuesday,1,0,1,3.9512437185814275
Ireland,2012-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Wednesday,2,0,0,0.0
Ireland,2012-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Thursday,3,0,0,0.0
Ireland,2012-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Friday,4,0,0,0.0
Ireland,2012-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Saturday,5,1,0,0.0
Ireland,2012-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Sunday,6,1,0,0.0
Ireland,2012-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Monday,0,0,0,0.0
Ireland,2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Tuesday,1,0,0,0.0
Ireland,2012-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Wednesday,2,0,0,0.0
Ireland,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Thursday,3,0,0,0.0
Ireland,2012-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Friday,4,0,0,0.0
Ireland,2012-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Saturday,5,1,0,0.0
Ireland,2012-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Sunday,6,1,0,0.0
Ireland,2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Monday,0,0,0,0.0
Ireland,2012-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Tuesday,1,0,0,0.0
Ireland,2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Wednesday,2,0,0,0.0
Ireland,2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Thursday,3,0,0,0.0
Ireland,2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Friday,4,0,0,0.0
Ireland,2012-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Saturday,5,1,0,0.0
Ireland,2012-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Sunday,6,1,0,0.0
Ireland,2012-07-30,49.0,-5.04,1.0,8.0,1.0,1.0,1.0,49.0,,,,0,0,0,Normal,2012,7,Monday,0,0,1,3.912023005428146
Ireland,2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,7,Tuesday,1,0,0,0.0
Ireland,2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Wednesday,2,0,0,0.0
Ireland,2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Thursday,3,0,0,0.0
Ireland,2012-08-03,489.0,-164.895,1.0,16.0,1.0,2.0,2.0,489.0,,,,0,1,0,Pre-holiday,2012,8,Friday,4,0,1,6.194405391104672
Ireland,2012-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2012,8,Saturday,5,1,0,0.0
Ireland,2012-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2012,8,Sunday,6,1,0,0.0
Ireland,2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,August Bank Holiday,National holiday,1,0,0,Holiday,2012,8,Monday,0,0,0,0.0
Ireland,2012-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,8,Tuesday,1,0,0,0.0
Ireland,2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,8,Wednesday,2,0,0,0.0
Ireland,2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,8,Thursday,3,0,0,0.0
Ireland,2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Friday,4,0,0,0.0
Ireland,2012-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Saturday,5,1,0,0.0
Ireland,2012-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Sunday,6,1,0,0.0
Ireland,2012-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Monday,0,0,0,0.0
Ireland,2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Tuesday,1,0,0,0.0
Ireland,2012-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Wednesday,2,0,0,0.0
Ireland,2012-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Thursday,3,0,0,0.0
Ireland,2012-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Friday,4,0,0,0.0
Ireland,2012-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Saturday,5,1,0,0.0
Ireland,2012-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Sunday,6,1,0,0.0
Ireland,2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Monday,0,0,0,0.0
Ireland,2012-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Tuesday,1,0,0,0.0
Ireland,2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Wednesday,2,0,0,0.0
Ireland,2012-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Thursday,3,0,0,0.0
Ireland,2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Friday,4,0,0,0.0
Ireland,2012-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Saturday,5,1,0,0.0
Ireland,2012-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Sunday,6,1,0,0.0
Ireland,2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Monday,0,0,0,0.0
Ireland,2012-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Tuesday,1,0,0,0.0
Ireland,2012-08-29,89.0,-25.275000000000002,1.0,5.0,1.0,2.0,2.0,89.0,,,,0,0,0,Normal,2012,8,Wednesday,2,0,1,4.499809670330265
Ireland,2012-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Thursday,3,0,0,0.0
Ireland,2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,8,Friday,4,0,0,0.0
Ireland,2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Saturday,5,1,0,0.0
Ireland,2012-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Sunday,6,1,0,0.0
Ireland,2012-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Monday,0,0,0,0.0
Ireland,2012-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Tuesday,1,0,0,0.0
Ireland,2012-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Wednesday,2,0,0,0.0
Ireland,2012-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Thursday,3,0,0,0.0
Ireland,2012-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Friday,4,0,0,0.0
Ireland,2012-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Saturday,5,1,0,0.0
Ireland,2012-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Sunday,6,1,0,0.0
Ireland,2012-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Monday,0,0,0,0.0
Ireland,2012-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Tuesday,1,0,0,0.0
Ireland,2012-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Wednesday,2,0,0,0.0
Ireland,2012-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Thursday,3,0,0,0.0
Ireland,2012-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Friday,4,0,0,0.0
Ireland,2012-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Saturday,5,1,0,0.0
Ireland,2012-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Sunday,6,1,0,0.0
Ireland,2012-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Monday,0,0,0,0.0
Ireland,2012-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Tuesday,1,0,0,0.0
Ireland,2012-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Wednesday,2,0,0,0.0
Ireland,2012-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Thursday,3,0,0,0.0
Ireland,2012-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Friday,4,0,0,0.0
Ireland,2012-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Saturday,5,1,0,0.0
Ireland,2012-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Sunday,6,1,0,0.0
Ireland,2012-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Monday,0,0,0,0.0
Ireland,2012-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Tuesday,1,0,0,0.0
Ireland,2012-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Wednesday,2,0,0,0.0
Ireland,2012-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Thursday,3,0,0,0.0
Ireland,2012-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Friday,4,0,0,0.0
Ireland,2012-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Saturday,5,1,0,0.0
Ireland,2012-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,9,Sunday,6,1,0,0.0
Ireland,2012-10-01,134.0,-99.255,1.0,12.0,1.0,2.0,2.0,134.0,,,,0,0,0,Normal,2012,10,Monday,0,0,1,4.90527477843843
Ireland,2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Tuesday,1,0,0,0.0
Ireland,2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Wednesday,2,0,0,0.0
Ireland,2012-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Thursday,3,0,0,0.0
Ireland,2012-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Friday,4,0,0,0.0
Ireland,2012-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Saturday,5,1,0,0.0
Ireland,2012-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Sunday,6,1,0,0.0
Ireland,2012-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Monday,0,0,0,0.0
Ireland,2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Tuesday,1,0,0,0.0
Ireland,2012-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Wednesday,2,0,0,0.0
Ireland,2012-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Thursday,3,0,0,0.0
Ireland,2012-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Friday,4,0,0,0.0
Ireland,2012-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Saturday,5,1,0,0.0
Ireland,2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Sunday,6,1,0,0.0
Ireland,2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Monday,0,0,0,0.0
Ireland,2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Tuesday,1,0,0,0.0
Ireland,2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Wednesday,2,0,0,0.0
Ireland,2012-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Thursday,3,0,0,0.0
Ireland,2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Friday,4,0,0,0.0
Ireland,2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Saturday,5,1,0,0.0
Ireland,2012-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Sunday,6,1,0,0.0
Ireland,2012-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Monday,0,0,0,0.0
Ireland,2012-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Tuesday,1,0,0,0.0
Ireland,2012-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Wednesday,2,0,0,0.0
Ireland,2012-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,10,Thursday,3,0,0,0.0
Ireland,2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2012,10,Friday,4,0,0,0.0
Ireland,2012-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2012,10,Saturday,5,1,0,0.0
Ireland,2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2012,10,Sunday,6,1,0,0.0
Ireland,2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,October Bank Holiday,National holiday,1,0,0,Holiday,2012,10,Monday,0,0,0,0.0
Ireland,2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,10,Tuesday,1,0,0,0.0
Ireland,2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,10,Wednesday,2,0,0,0.0
Ireland,2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2012,11,Thursday,3,0,0,0.0
Ireland,2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Friday,4,0,0,0.0
Ireland,2012-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Saturday,5,1,0,0.0
Ireland,2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Sunday,6,1,0,0.0
Ireland,2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Monday,0,0,0,0.0
Ireland,2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Tuesday,1,0,0,0.0
Ireland,2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Wednesday,2,0,0,0.0
Ireland,2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Thursday,3,0,0,0.0
Ireland,2012-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Friday,4,0,0,0.0
Ireland,2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Saturday,5,1,0,0.0
Ireland,2012-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Sunday,6,1,0,0.0
Ireland,2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Monday,0,0,0,0.0
Ireland,2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Tuesday,1,0,0,0.0
Ireland,2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Wednesday,2,0,0,0.0
Ireland,2012-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Thursday,3,0,0,0.0
Ireland,2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Friday,4,0,0,0.0
Ireland,2012-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Saturday,5,1,0,0.0
Ireland,2012-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Sunday,6,1,0,0.0
Ireland,2012-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Monday,0,0,0,0.0
Ireland,2012-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Tuesday,1,0,0,0.0
Ireland,2012-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Wednesday,2,0,0,0.0
Ireland,2012-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Thursday,3,0,0,0.0
Ireland,2012-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Friday,4,0,0,0.0
Ireland,2012-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Saturday,5,1,0,0.0
Ireland,2012-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Sunday,6,1,0,0.0
Ireland,2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Monday,0,0,0,0.0
Ireland,2012-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Tuesday,1,0,0,0.0
Ireland,2012-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Wednesday,2,0,0,0.0
Ireland,2012-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Thursday,3,0,0,0.0
Ireland,2012-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,11,Friday,4,0,0,0.0
Ireland,2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Saturday,5,1,0,0.0
Ireland,2012-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Sunday,6,1,0,0.0
Ireland,2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Monday,0,0,0,0.0
Ireland,2012-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Tuesday,1,0,0,0.0
Ireland,2012-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Wednesday,2,0,0,0.0
Ireland,2012-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Thursday,3,0,0,0.0
Ireland,2012-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Friday,4,0,0,0.0
Ireland,2012-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Saturday,5,1,0,0.0
Ireland,2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Sunday,6,1,0,0.0
Ireland,2012-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Monday,0,0,0,0.0
Ireland,2012-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Tuesday,1,0,0,0.0
Ireland,2012-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Wednesday,2,0,0,0.0
Ireland,2012-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Thursday,3,0,0,0.0
Ireland,2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Friday,4,0,0,0.0
Ireland,2012-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Saturday,5,1,0,0.0
Ireland,2012-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Sunday,6,1,0,0.0
Ireland,2012-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2012,12,Monday,0,0,0,0.0
